_source_dataset,_source_pdf,_source_page,_source_table,Número de Contrato,Contratista,Fecha de Otorgación,Fecha de Inicio,Fecha de Terminación,Cuantía,Tipo de Servicio,Comentarios
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000173 B,"EJ CONSTRUCTION, SE",25/06/2020,25/06/2020,16/06/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000182,"Transporte Rodríguez Asfalto, Inc.",25/01/2019,08/02/2019,28/02/2021,"$6,299,876.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000182 A,"Transporte Rodríguez Asfalto, Inc.",05/06/2019,05/06/2019,28/03/2021,"$22,250.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000182 C,"Transporte Rodríguez Asfalto, Inc.",25/06/2019,25/06/2019,28/03/2021,"$22,580.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000182 G,"Transporte Rodríguez Asfalto, Inc.",19/12/2019,19/12/2019,28/03/2021,"$85,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000182 H,"Transporte Rodríguez Asfalto, Inc.",25/02/2020,25/02/2020,28/03/2021,$261.25,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000182 D,"Transporte Rodríguez Asfalto, Inc.",10/09/2019,10/09/2019,28/03/2021,"$945,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000182 F,"Transporte Rodríguez Asfalto, Inc.",20/11/2019,20/11/2019,28/03/2021,"$4,100.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000190 A,Desarrolladora J.A.. Inc.,27/08/2019,27/08/2019,07/02/2021,"$189,712.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000190 B,Desarrolladora J.A.. Inc.,17/12/2019,17/12/2019,24/03/2021,"$249,700.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000190,Desarrolladora J.A.. Inc.,05/02/2019,19/02/2019,07/02/2021,"$14,979,577.75",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000191 E,TRANSPORTE RODRÍGUEZ ASFALTO,11/08/2020,11/08/2020,07/02/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000192 A,"Barrett, Hale & Alamo, LLC",09/06/2020,09/06/2020,31/03/2021,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,23,1,2019-000195,"METRIC ENGINEERING, INC.",20/02/2019,20/02/2019,19/02/2024,"$1,900,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000197 D,"Desing Build , LLC",29/07/2020,29/07/2020,25/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000198 A,DEPARTAMENTO DE CORRECCIÓN Y REHABILITACIÓN,06/12/2019,06/12/2019,21/01/2021,"$10,221.96",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000200 C,"CONSTRUCTORA SANTIAGO II, CORP",22/07/2020,22/07/2020,18/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000201,"COMPLIANCE AND RESEARCH, INC.",21/02/2019,21/02/2019,21/03/2024,"$34,698.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000212 F,"ANTONIO & M CONSTRUCTION, INC.",27/07/2020,27/07/2020,23/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000216 B,"BEHAR-YBARRA & ASSOCIATES, LLP",30/06/2020,30/06/2020,31/03/2021,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000217,"Barret Hale & Alamo, LLC",27/03/2019,27/03/2019,26/03/2023,"$762,301.84",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000217 A,"Barret Hale & Alamo, LLC",24/05/2019,24/05/2019,26/03/2023,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000218 C,AUTORIDAD FINANCIAMIENTO DE INFRAESTRUCTURA,22/07/2020,22/07/2020,31/12/2020,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000219 A,"Integra Design Group, PSC",07/05/2019,07/05/2019,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000220,"Integra Design Group, PSC",03/04/2019,03/04/2019,02/04/2022,"$317,367.07",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000220 A,"Integra Design Group, PSC",26/12/2019,26/12/2019,04/02/2022,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000221,Juan O. Virella Sánchez,03/04/2019,03/04/2019,02/04/2023,"$428,995.15",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000223 C,CMA ARCHITECTS AND ENGINEERS LLC,25/06/2020,25/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000224,CELI MARIE WILLIAMS CAMPI D/B/A BEN & JERRY CAFE,11/04/2019,11/04/2019,11/04/2024,"$128,040.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,24,1,2019-000225 D,CMA ARCHITECTS AND ENGINEERS LLC,03/08/2020,03/08/2020,30/06/2021,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000225 C,CMA ARCHITECTS AND ENGINEERS LLC,30/06/2020,30/06/2020,30/06/2021,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000226 A,"Horacio Díaz & Associate, Corp.",20/04/2020,20/04/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000227 A,"M2A GROUP, PSC",18/05/2020,18/05/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000227 B,"M2A GROUP, PSC",21/05/2020,21/05/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000230,"FERROVIAL AGROMAN, LLC",01/05/2019,13/05/2019,01/01/2021,"$13,112,005.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000233 C,"Integra Design Group, PSC",30/06/2020,30/06/2020,31/12/2020,"$4,370.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000234,"FERROVIAL AGROMAN, LLC",08/05/2019,20/05/2019,07/02/2021,"$7,060,798.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000235,VENEGAS CONSTRUCTION CORPORATION,08/05/2019,20/05/2019,08/05/2021,"$11,198,911.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000235 A,VENEGAS CONSTRUCTION CORPORATION,27/09/2019,27/09/2019,08/05/2021,"$25,410.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000235 B,VENEGAS CONSTRUCTION CORPORATION,01/11/2019,01/11/2019,08/05/2021,"$164,790.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000238,"PROFESSIONAL ASPHALT, LLC",20/05/2019,31/05/2019,19/01/2021,"$3,439,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000238 A,"PROFESSIONAL ASPHALT, LLC",23/06/2020,23/06/2020,16/03/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000239,"CAC CRESPO BUILDERS, LLC",20/05/2019,31/05/2019,18/02/2021,"$3,730,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000239 A,"CAC CRESPO BUILDERS, LLC",27/07/2020,27/07/2020,18/02/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000244,PEDRO J. MORALES HERNANDEZ,24/05/2019,24/05/2019,24/05/2022,"$9,750.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,25,1,2019-000245,"NEVARES & VILLAVICENCIO CONSTRUCTION GROUP, INC.",29/04/2019,01/05/2019,01/05/2021,"$162,000.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000247,"CSA ARCHITECTS & ENGINEERS, LLP",05/06/2019,05/06/2019,31/03/2021,"$1,802,451.40",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000271,"YES MEDIA, CORP.",19/06/2019,19/06/2019,19/06/2024,"$22,050.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000272 B,AIDA BELEN RIVERA RUIZ,23/06/2020,23/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000273,AUTORIDAD DE TRANSPORTE MARITIMO Y LAS ISLAS MUNIC,28/06/2019,28/06/2019,27/06/2021,"$3,587,177.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000274,AUTORIDAD DE TRANSPORTE MARITIMO Y LAS ISLAS MUNIC,28/06/2019,28/06/2019,27/06/2021,"$3,996,110.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000275,"Works Consulting, LLC",28/06/2019,28/06/2019,27/06/2021,"$1,497,592.00",SERVICIOS RELACIONADOS A LOS SISTEMAS DE INFORMACIÓN,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000276,MUNICIPIO DE SAN LORENZO,28/06/2019,28/06/2019,27/06/2021,"$331,729.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000277,AUTORIDAD DE TRANSPORTE MARITIMO Y LAS ISLAS MUNIC,28/06/2019,28/06/2019,28/06/2021,"$6,426,631.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000278,MUNICIPIO DE SAN SEBASTIAN,28/06/2019,28/06/2019,27/06/2021,"$21,200.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2019-000279,DOÑA MAGALY GALARZA CRUZ,17/05/2019,17/05/2019,17/05/2024,"$14,040.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2020-000002 C,"EMPRESAS JBR, INC.",23/06/2020,23/06/2020,16/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2020-000002 B,"EMPRESAS JBR, INC.",25/06/2020,25/06/2020,16/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2020-000004 A,"JOSÉ A. BATLLE & ASOCIADOS, C.S.P.",30/06/2020,30/06/2020,31/03/2021,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2020-000006,Del Valle Group SP,11/07/2019,22/07/2019,11/04/2021,"$11,091,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2020-000006 A,Del Valle Group SP,14/11/2019,14/11/2019,11/04/2021,"$29,245.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,26,1,2020-000009,MUNICIPIO DE ARROYO,15/07/2019,15/07/2019,15/07/2039,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000011,FRANCISCO A. RIVERA RIVERA,04/06/2020,04/06/2020,31/12/2020,$0.00,SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000019,MUNICIPIO DE RINCON,26/07/2019,26/07/2019,30/06/2029,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000021 A,"ESQ. LEGAL SERVICES, PSC",11/06/2020,11/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000022 A,"CARIBBEAN STRATEGIC ADVISORS, LLC",16/06/2020,16/06/2020,31/12/2020,$0.00,SERVICIOS DE CONSULTORIA,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000023 A,"Transporte Rodríguez Asfalto, Inc.",23/06/2020,23/06/2020,10/04/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000023,"Transporte Rodríguez Asfalto, Inc.",12/09/2019,23/09/2019,13/02/2021,"$3,758,104.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000024,"Transporte Rodríguez Asfalto, Inc.",12/09/2019,23/09/2019,15/03/2021,"$4,385,792.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000032,"DESARROLLADORA J.A., INC.",01/08/2019,12/08/2019,31/07/2021,"$19,469,055.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000032 A,"DESARROLLADORA J.A., INC.",05/12/2019,05/12/2019,31/07/2021,"$1,836,500.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000032 C,"DESARROLLADORA J.A., INC.",27/05/2020,27/05/2020,31/07/2021,"$104,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000032 D,"DESARROLLADORA J.A., INC.",10/06/2020,10/06/2020,31/07/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000032 E,"DESARROLLADORA J.A., INC.",23/06/2020,23/06/2020,25/09/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000040 E,"CONSTRUCTORA HARTMANN, S.E.",10/02/2020,10/02/2020,09/05/2021,"$51,840.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000040 C,"CONSTRUCTORA HARTMANN, S.E.",10/02/2020,10/11/2020,09/05/2021,"$51,840.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000040 D,"CONSTRUCTORA HARTMANN, S.E.",09/03/2020,12/01/2021,11/07/2021,"$9,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,27,1,2020-000040 F,"CONSTRUCTORA HARTMANN, S.E.",27/07/2020,27/07/2020,04/07/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000040,"CONSTRUCTORA HARTMANN, S.E.",06/08/2019,19/08/2019,09/05/2021,"$10,118,410.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000046,"INSTITUTO COMERCIAL DE PUERTO RICO, INC. D/B/A ICP",07/08/2019,07/08/2019,07/08/2024,"$46,708.20","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000049,"BEHRING BRAZILIAN JIU JITSU PUERTO RICO, INC.",06/08/2019,06/08/2019,06/08/2024,"$33,745.56","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000056 A,Sharon Meléndez Ortíz,29/06/2020,29/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000059 A,EL RECINTO UNIVERSITARIO DE MAYAGÜEZ DE LA UNIVERS,24/06/2020,24/06/2020,31/12/2020,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000060,MUNICIPALITY OF AIBONITO,20/08/2019,20/08/2019,19/08/2021,"$380,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000067,AUTORIDAD METROPOLITANA DE AUTOBUSES,27/08/2019,27/08/2019,27/08/2021,"$1,230,242.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000069,Maritza Rosa Laguer DBA MRL Vending Machine,29/08/2019,29/08/2019,29/08/2021,"$50,000.00","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000070,"ALLIED WASTE OF PUERTO RICO, INC.",29/08/2019,29/08/2019,30/06/2021,"$75,000.00","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000070 A,"ALLIED WASTE OF PUERTO RICO, INC.",17/07/2020,17/07/2020,30/06/2021,"$37,500.00","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS",
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000071 A,"Crespo & Rodríguez, Inc.",19/06/2020,19/06/2020,31/12/2020,$0.00,SERVICIOS PERSONALES NO PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000073 A,DAVID MORENO VÁZQUEZ,26/06/2020,26/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000074,Torres-Rosa Consulting Engineers,30/08/2019,30/08/2019,20/02/2021,"$573,560.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000075,Maritza Rosa Laguer DBA MRL Vending Machine,30/08/2019,30/08/2019,30/08/2022,$0.00,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000076,"SN FOODS, LLC",30/08/2019,30/08/2019,30/08/2024,"$8,760.60","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,28,1,2020-000080 A,"JR SITE CONSTRUCTION, CORP.",03/08/2020,03/08/2020,30/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000082 E,"Transporte Rodríguez Asfalto, Inc.",14/08/2020,14/08/2020,10/02/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000085 E,"JR SITE CONSTRUCTION, CORP.",21/05/2020,14/07/2020,10/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000089,"SUPER ASPHALT PAVEMENT, CORP.",25/09/2019,07/10/2019,27/06/2021,"$6,423,334.50",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000090,MUNICIPIO DE SALINAS,23/09/2019,23/09/2019,23/09/2021,"$60,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000091,MUNICIPALITY OF JUANA DIAZ,23/09/2019,23/09/2019,23/09/2021,"$64,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000092,MUNICIPALITY OF COROZAL,23/09/2019,23/09/2019,23/09/2021,"$48,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000097 B,"RSD Engineering & Consulting Group, PSC",18/08/2020,18/08/2020,31/12/2020,"$50,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000098 A,"DEL VALLE GROUP, S.P.",22/04/2020,04/02/2021,03/08/2021,"$5,235.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000098 B,"DEL VALLE GROUP, S.P.",14/05/2020,04/02/2021,03/08/2021,"$88,800.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000098 C,"DEL VALLE GROUP, S.P.",28/07/2020,28/07/2020,28/09/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000098,"DEL VALLE GROUP, S.P.",30/09/2019,14/10/2019,03/08/2021,"$11,890,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000100,MUNICIPALITY OF MOCA,03/10/2019,03/10/2019,03/10/2021,"$48,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000102 C,"MD Engineers, PSC",03/08/2020,03/08/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000102 A,"MD Engineers, PSC",13/02/2020,13/02/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000102 B,"MD Engineers, PSC",27/04/2020,27/04/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,29,1,2020-000104 A,"EAS & ASSOCIATES, PSC",27/04/2020,27/04/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000106 A,"BETARA GROUP SERVICES, PSC",13/02/2020,13/02/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000107,MUNICIPALITY OF NAGUABO,04/10/2019,04/10/2019,04/10/2021,"$48,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000109,"CONTINENTAL CONSTRUCTION & CONSULTING, LLC",27/09/2019,27/09/2019,25/09/2021,"$544,524.68",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000111 A,"ACUMENIAN, LLC",16/06/2020,16/06/2020,31/12/2020,$0.00,SERVICIOS DE CONSULTORIA,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000112,"Norvan General Contractor, INC.",27/09/2019,27/09/2019,25/09/2021,"$25,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000114,"BEST WORK CONSTRUCTION, S.E.",01/10/2019,01/10/2019,29/09/2021,"$30,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000116,"APTIM ENVIROMENTAL & INFRASTRUCTURE, LLC",16/10/2019,16/10/2019,16/10/2021,"$1,581,258.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000119 A,"ORTIZ NOLASCO & ASOCIADOS, CSP",13/02/2020,13/02/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000120,"L. P. C. & D., INC",16/10/2019,28/10/2019,18/07/2021,"$5,899,914.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000121 C,"COMAS & COMAS CONTRACTORS, CORP.",23/06/2020,23/06/2020,09/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000122 A,"M2A GROUP, PSC",31/03/2020,31/03/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000122 B,"M2A GROUP, PSC",27/04/2020,27/04/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000123 A,"FDDS MANAGEMENT & ENGINEERING, PSC",13/02/2020,13/02/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000123 B,"FDDS MANAGEMENT & ENGINEERING, PSC",27/04/2020,27/04/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000125 B,"VPC Development Management Group, PSC",24/08/2020,24/08/2020,31/03/2021,$0.00,SERVICIOS PROFESIONALES,
